Date & Time	PZ1	PZ2	PZ3	PZ4	PZ5	PZ6	TH1	RH1	PIEZ1
------------	mm	mm	mm	mm	mm	mm	°C	%	kPa
Offset									
2022/02/05 15:02:38	19.986	23.041	22.626	22.199	20.945	20.064	10.369	73.001	76.088	0.000	0.000
2022/02/05 16:02:38	19.986	23.041	22.626	22.199	20.945	20.064	10.426	73.448	76.092	0.000	0.000
2022/02/05 17:02:38	19.986	23.041	22.625	22.199	20.945	20.064	10.535	73.897	76.052	0.000	0.000
2022/02/05 18:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.314	74.898	76.062	0.000	0.000
2022/02/05 19:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.425	74.705	76.036	0.000	0.000
2022/02/05 20:02:38	19.986	23.041	22.626	22.199	20.945	20.064	10.480	74.226	76.015	0.000	0.000
2022/02/05 21:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.593	73.337	75.990	0.000	0.000
2022/02/05 22:02:38	19.986	23.042	22.626	22.199	20.945	20.064	10.704	72.330	75.972	0.000	0.000
2022/02/05 23:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.760	71.324	75.960	0.000	0.000
2022/02/06 00:02:38	19.986	23.042	22.626	22.197	20.945	20.064	10.537	71.884	75.946	0.000	0.000
2022/02/06 01:02:38	19.986	23.042	22.626	22.197	20.945	20.064	10.481	71.437	75.930	0.000	0.000
2022/02/06 02:02:38	19.986	23.042	22.626	22.203	20.945	20.064	10.480	70.790	75.925	0.000	0.000
2022/02/06 03:02:38	19.986	23.042	22.626	22.197	20.945	20.064	10.481	69.874	75.919	0.000	0.000
2022/02/06 04:02:38	19.986	23.042	22.626	22.197	20.945	20.064	10.481	69.316	75.922	0.000	0.000
2022/02/06 05:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.313	69.091	75.931	0.000	0.000
2022/02/06 06:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.145	69.091	75.932	0.000	0.000
2022/02/06 07:02:38	19.986	23.042	22.626	22.198	20.945	20.064	10.089	68.645	75.928	0.000	0.000
2022/02/06 08:02:38	19.986	23.042	22.626	22.198	20.945	20.064	9.978	68.422	75.924	0.000	0.000
2022/02/06 09:02:38	19.986	23.042	22.626	22.199	20.945	20.064	9.921	67.862	75.917	0.000	0.000
2022/02/06 10:02:38	19.986	23.042	22.626	22.199	20.945	20.064	9.922	68.311	75.902	0.000	0.000
2022/02/06 11:02:38	19.985	23.042	22.627	22.199	20.944	20.064	15.008	55.484	75.877	0.000	0.000
2022/02/06 12:02:38	19.984	23.041	22.626	22.198	20.944	20.064	11.598	67.753	75.882	0.000	0.000
2022/02/06 13:02:38	19.985	23.042	22.626	22.198	20.944	20.064	11.542	67.642	75.919	0.000	0.000
2022/02/06 14:02:38	19.985	23.042	22.627	22.198	20.944	20.064	11.152	68.983	75.948	0.000	0.000
